session_id,customer_id,session_date,device,channel,duration_seconds,pages_viewed,converted,bounced,cart_additions
S048818,C09406,2024-07-19 19:02:21,mobile,paid_search,122,3,0,0,0
S049001,C01673,2024-07-19 19:03:36,mobile,organic,353,6,0,0,0
S075509,C01626,2024-07-19 19:19:50,tablet,referral,281,7,0,0,1
S049198,C06003,2024-07-19 20:30:26,mobile,organic,83,1,0,0,0
S059643,C02086,2024-07-19 20:43:22,desktop,social,1187,27,0,0,0
S034718,C01397,2024-07-19 21:12:47,desktop,direct,51,1,1,0,3
S013375,C02661,2024-07-19 21:57:18,tablet,referral,326,9,0,0,0
S013946,C09872,2024-07-19 22:15:25,mobile,organic,231,2,0,0,0
S045846,C07591,2024-07-19 22:33:21,desktop,referral,1964,51,0,0,0
S007833,C07163,2024-07-19 22:43:02,desktop,organic,990,11,0,0,0
S035212,C08199,2024-07-19 22:47:35,mobile,email,136,1,0,0,0
S048218,C07590,2024-07-19 23:14:09,mobile,organic,12,1,0,1,0
S040832,C01079,2024-07-19 23:16:12,mobile,direct,88,2,0,0,0
S039941,C07928,2024-07-19 23:44:19,mobile,referral,54,1,0,0,0
S075159,C01290,2024-07-19 23:57:00,mobile,email,219,2,0,0,2
S007192,C05507,2024-07-20 00:00:34,mobile,email,324,3,0,0,0
S077135,C01278,2024-07-20 00:17:05,desktop,organic,1099,20,0,0,0
S077130,C00086,2024-07-20 00:22:25,desktop,social,640,11,1,0,2
S006511,C07687,2024-07-20 00:44:17,tablet,direct,38,1,0,0,0
S026322,C06770,2024-07-20 00:45:27,mobile,social,10,1,0,1,1
S050923,C05870,2024-07-20 01:18:08,tablet,paid_search,37,1,0,0,0
S072793,C08812,2024-07-20 01:26:07,mobile,organic,31,1,0,0,1
S074449,C02719,2024-07-20 01:28:58,desktop,email,19,1,0,1,1
S070898,C02576,2024-07-20 01:48:45,mobile,direct,75,1,0,0,1
S024944,C03050,2024-07-20 01:55:07,mobile,social,36,1,0,0,0
S072713,C04884,2024-07-20 02:13:16,mobile,direct,550,7,1,0,5
S042752,C09628,2024-07-20 02:26:56,tablet,social,1656,22,1,0,5
S073244,C01296,2024-07-20 02:44:48,mobile,paid_search,104,2,0,0,2
S031590,C06059,2024-07-20 02:46:04,desktop,direct,2376,31,1,0,4
S049729,C03087,2024-07-20 02:56:42,desktop,paid_search,554,7,0,0,2
S076658,C03665,2024-07-20 02:59:04,mobile,email,521,9,0,0,2
S046086,C02115,2024-07-20 03:04:28,desktop,direct,161,1,0,0,1
S077472,C09425,2024-07-20 03:09:37,desktop,social,294,7,0,0,0
S048842,C06131,2024-07-20 03:17:38,tablet,organic,213,6,0,0,1
S066642,C02419,2024-07-20 03:23:39,tablet,direct,405,12,0,0,0
S055823,C01587,2024-07-20 03:27:44,desktop,direct,137,2,0,0,0
S062004,C03705,2024-07-20 03:59:25,desktop,social,10,1,0,1,0
S054584,C01730,2024-07-20 04:04:25,desktop,social,47,1,0,0,0
S050097,C08939,2024-07-20 04:33:18,desktop,paid_search,84,1,0,0,2
S072432,C02968,2024-07-20 05:09:37,desktop,direct,191,5,0,0,0
S076590,C06812,2024-07-20 05:11:54,mobile,referral,362,8,0,0,1
S023785,C09559,2024-07-20 05:15:20,desktop,referral,263,3,0,0,0
S003613,C04513,2024-07-20 05:36:16,mobile,social,146,2,0,0,0
S043355,C09758,2024-07-20 06:15:22,mobile,email,72,1,0,0,0
S021464,C02390,2024-07-20 06:23:34,tablet,paid_search,67,1,0,0,0
S051707,C06737,2024-07-20 06:35:47,tablet,organic,360,4,0,0,0
S078728,C05627,2024-07-20 06:48:31,desktop,organic,304,6,0,0,0
S038930,C03215,2024-07-20 06:50:27,tablet,referral,390,7,0,0,0
S069652,C04385,2024-07-20 06:52:32,desktop,email,234,5,0,0,1
S014784,C01102,2024-07-20 06:58:49,mobile,direct,20,1,0,1,2
S007899,C06223,2024-07-20 07:06:33,desktop,direct,10,1,0,1,2
S004813,C03743,2024-07-20 07:14:26,desktop,organic,1250,20,0,0,1
S066856,C07474,2024-07-20 07:30:08,mobile,social,471,13,0,0,1
S022821,C01769,2024-07-20 08:06:26,mobile,direct,13,1,0,1,0
S002767,C09610,2024-07-20 08:19:51,desktop,direct,335,5,0,0,1
S050567,C08750,2024-07-20 08:28:48,mobile,paid_search,319,7,0,0,0
S046370,C04464,2024-07-20 08:30:56,mobile,direct,101,1,0,0,0
S014835,C07424,2024-07-20 08:31:22,desktop,referral,181,4,1,0,2
S051279,C03440,2024-07-20 08:51:54,tablet,referral,445,11,0,0,1
S020144,C07397,2024-07-20 09:01:11,desktop,organic,16,1,0,1,2
S079294,C01878,2024-07-20 09:11:49,mobile,paid_search,34,1,0,0,0
S021937,C09477,2024-07-20 09:14:24,desktop,paid_search,177,2,0,0,0
S001282,C04364,2024-07-20 09:32:16,mobile,email,10,1,0,1,0
S038205,C04100,2024-07-20 09:49:31,desktop,social,224,4,0,0,0
S027064,C04892,2024-07-20 09:52:53,desktop,paid_search,172,2,0,0,0
S015662,C02751,2024-07-20 09:52:59,mobile,organic,229,2,0,0,2
S003686,C04829,2024-07-20 10:00:02,mobile,email,202,2,1,0,3
S001980,C04604,2024-07-20 10:13:32,desktop,organic,187,2,0,0,0
S062114,C00425,2024-07-20 10:16:54,tablet,email,1527,29,1,0,4
S005360,C07710,2024-07-20 10:19:13,desktop,email,38,1,1,0,4
S034396,C00518,2024-07-20 10:24:36,desktop,paid_search,367,9,0,0,1
S043575,C05906,2024-07-20 10:34:54,mobile,paid_search,46,1,0,0,0
S079522,C03439,2024-07-20 10:51:37,desktop,paid_search,450,11,0,0,0
S071425,C02156,2024-07-20 11:26:06,desktop,paid_search,273,4,0,0,2
S025754,C03568,2024-07-20 11:47:30,mobile,direct,159,4,0,0,1
S074457,C03218,2024-07-20 12:13:51,mobile,direct,216,4,0,0,2
S010049,C03523,2024-07-20 12:35:07,desktop,paid_search,10,1,0,1,1
S065854,C02855,2024-07-20 12:36:20,mobile,paid_search,286,8,0,0,1
S061801,C00370,2024-07-20 12:50:27,tablet,social,1100,23,0,0,0
S065725,C03732,2024-07-20 12:55:56,desktop,paid_search,687,15,0,0,0
S000616,C08689,2024-07-20 13:04:21,mobile,social,103,1,0,0,2
S078761,C02477,2024-07-20 13:08:27,desktop,paid_search,107,1,0,0,1
S002850,C02893,2024-07-20 13:14:21,desktop,email,251,4,0,0,0
S030645,C01738,2024-07-20 13:16:13,desktop,email,365,11,0,0,0
S034041,C06381,2024-07-20 14:00:54,desktop,organic,258,3,0,0,2
S018915,C07248,2024-07-20 14:06:06,desktop,paid_search,16,1,0,1,0
S031541,C05940,2024-07-20 14:06:17,tablet,social,362,9,0,0,2
S030789,C00007,2024-07-20 14:12:42,mobile,organic,252,2,0,0,1
S006121,C07274,2024-07-20 14:13:52,mobile,paid_search,804,10,0,0,1
S065996,C08797,2024-07-20 14:37:13,mobile,organic,322,3,0,0,1
S077327,C04805,2024-07-20 14:56:03,mobile,direct,194,4,0,0,0
S060478,C00651,2024-07-20 14:56:05,mobile,social,1417,17,0,0,0
S016710,C05318,2024-07-20 15:05:58,desktop,organic,804,14,0,0,0
S018344,C07989,2024-07-20 15:15:53,desktop,direct,265,5,0,0,0
S013002,C00638,2024-07-20 15:32:45,desktop,paid_search,137,1,0,0,0
S059130,C06242,2024-07-20 15:44:05,desktop,organic,136,2,0,0,0
S067001,C01929,2024-07-20 15:48:47,mobile,paid_search,112,3,0,0,0
S044419,C05897,2024-07-20 16:26:13,mobile,organic,595,11,0,0,0
S054275,C05655,2024-07-20 16:34:36,mobile,direct,134,2,0,0,0
S034752,C08452,2024-07-20 16:39:00,mobile,direct,237,3,1,0,4
S026399,C00230,2024-07-20 17:07:19,tablet,email,79,1,0,0,2
S047814,C02981,2024-07-20 17:59:35,mobile,paid_search,10,1,0,1,2
S050231,C02235,2024-07-20 18:06:02,mobile,organic,327,3,1,0,3
S040320,C00789,2024-07-20 18:07:44,desktop,referral,50,1,0,0,0
S042966,C04459,2024-07-20 18:15:08,desktop,email,291,3,0,0,0
S033355,C07783,2024-07-20 18:30:37,mobile,organic,235,2,0,0,0
S022950,C06099,2024-07-20 19:13:38,mobile,paid_search,10,1,0,1,2
S071742,C04993,2024-07-20 19:24:20,desktop,social,770,19,0,0,1
S049328,C05456,2024-07-20 19:24:51,desktop,social,50,1,0,0,1
S051850,C05155,2024-07-20 19:41:23,mobile,email,191,4,0,0,0
S016579,C09598,2024-07-20 20:40:37,mobile,organic,235,3,0,0,2
S022611,C06617,2024-07-20 20:53:59,mobile,email,260,4,0,0,2
S049054,C08527,2024-07-20 21:02:32,mobile,social,566,10,1,0,5
S070977,C04651,2024-07-20 21:08:59,desktop,paid_search,447,5,0,0,0
S073992,C03199,2024-07-20 21:21:01,desktop,referral,424,6,0,0,2
S016216,C09665,2024-07-20 21:25:18,desktop,organic,268,4,0,0,0
S032705,C07990,2024-07-20 21:53:48,mobile,referral,19,1,0,1,1
S026497,C01840,2024-07-20 21:54:21,mobile,referral,384,5,0,0,1
S020794,C05867,2024-07-20 22:02:20,mobile,paid_search,292,4,0,0,0
S046048,C06846,2024-07-20 22:03:34,mobile,organic,11,1,0,1,0
S079625,C04601,2024-07-20 22:23:32,mobile,organic,378,6,0,0,0
S074605,C02619,2024-07-20 22:43:58,desktop,social,575,9,1,0,2
S047935,C00144,2024-07-20 22:56:47,desktop,email,16,1,0,1,2
S005460,C02137,2024-07-20 23:18:11,desktop,direct,1898,34,0,0,1
S007135,C06021,2024-07-20 23:18:43,mobile,direct,995,22,0,0,0
S067561,C05425,2024-07-20 23:30:45,mobile,email,70,2,0,0,2
S009884,C09820,2024-07-20 23:30:51,mobile,paid_search,137,1,0,0,0
S070308,C02967,2024-07-20 23:32:33,desktop,organic,445,6,0,0,1
S004356,C02855,2024-07-20 23:33:52,desktop,referral,142,2,0,0,0
S074946,C04173,2024-07-20 23:41:56,mobile,organic,156,2,0,0,0
S015968,C03265,2024-07-20 23:42:08,tablet,email,71,1,0,0,0
S033934,C04880,2024-07-20 23:46:35,desktop,social,52,1,0,0,1
S018338,C00168,2024-07-20 23:56:48,mobile,email,80,1,0,0,0
S076901,C04892,2024-07-21 00:15:34,desktop,referral,323,4,0,0,1
S078219,C04998,2024-07-21 00:15:41,mobile,social,1240,25,0,0,0
S011101,C07135,2024-07-21 00:17:23,mobile,email,44,1,0,0,1
S057730,C03258,2024-07-21 00:36:30,mobile,social,534,10,0,0,0
S042964,C08516,2024-07-21 00:43:55,mobile,organic,448,7,0,0,0
S036399,C05787,2024-07-21 01:22:21,mobile,email,588,12,0,0,0
S035817,C03108,2024-07-21 01:25:49,desktop,organic,37,1,0,0,0
S003263,C06193,2024-07-21 01:32:19,mobile,direct,112,1,1,0,2
S055284,C06035,2024-07-21 01:35:09,desktop,social,384,4,1,0,3
S036306,C09339,2024-07-21 01:42:36,mobile,organic,237,2,1,0,3
S070784,C02912,2024-07-21 01:46:33,tablet,organic,49,1,1,0,1
S048960,C09251,2024-07-21 02:08:36,desktop,email,78,1,1,0,4
S021416,C04467,2024-07-21 02:09:03,mobile,referral,348,6,0,0,1
S036504,C07871,2024-07-21 02:39:10,mobile,email,164,4,0,0,2
S065497,C00582,2024-07-21 03:10:56,mobile,email,91,1,0,0,0
S033601,C03463,2024-07-21 03:35:41,mobile,social,165,2,0,0,0
S041171,C04265,2024-07-21 03:40:54,mobile,social,352,4,0,0,1
S002636,C08010,2024-07-21 04:25:14,desktop,paid_search,274,3,0,0,0
S012632,C05698,2024-07-21 04:34:30,desktop,organic,190,6,0,0,2
S043902,C00565,2024-07-21 04:47:31,desktop,paid_search,402,6,1,0,4
S023444,C01730,2024-07-21 05:45:18,tablet,direct,126,3,0,0,0
S070921,C06861,2024-07-21 06:19:11,mobile,social,1702,39,0,0,2
S058585,C01377,2024-07-21 06:22:19,desktop,organic,326,4,1,0,5
S004872,C01307,2024-07-21 06:36:36,mobile,direct,686,7,0,0,2
S015069,C02832,2024-07-21 06:44:23,desktop,referral,189,2,0,0,0
S075591,C09768,2024-07-21 06:46:23,tablet,social,68,2,0,0,2
S017268,C02009,2024-07-21 06:57:58,mobile,social,456,6,0,0,0
S073537,C08193,2024-07-21 07:01:52,tablet,direct,1307,22,0,0,0
S024303,C03333,2024-07-21 07:26:51,desktop,referral,79,1,1,0,4
S048144,C00219,2024-07-21 07:34:24,desktop,paid_search,81,1,0,0,0
S027416,C04627,2024-07-21 07:34:46,mobile,organic,10,1,0,1,0
S035912,C02202,2024-07-21 07:44:06,mobile,referral,728,9,0,0,0
S022343,C07452,2024-07-21 07:53:14,mobile,direct,212,3,0,0,2
S062911,C07171,2024-07-21 08:21:59,desktop,direct,66,1,0,0,1
S063454,C01932,2024-07-21 08:25:04,mobile,referral,281,7,0,0,1
S071597,C07128,2024-07-21 08:45:34,desktop,email,926,13,0,0,2
S044279,C02019,2024-07-21 09:12:59,desktop,organic,83,1,0,0,0
S044384,C02214,2024-07-21 09:19:02,mobile,organic,184,2,0,0,2
S026285,C07227,2024-07-21 09:25:34,desktop,direct,209,3,0,0,0
S063799,C01653,2024-07-21 09:26:38,mobile,referral,170,2,0,0,0
S043404,C07576,2024-07-21 09:42:53,mobile,social,227,7,0,0,0
S071828,C06940,2024-07-21 10:00:47,desktop,direct,1278,25,1,0,2
S039016,C01523,2024-07-21 10:04:22,desktop,referral,1956,57,0,0,0
S047753,C08000,2024-07-21 10:21:54,mobile,organic,147,3,0,0,0
S077766,C00349,2024-07-21 10:30:07,mobile,direct,112,1,1,0,2
S004687,C04484,2024-07-21 10:33:03,mobile,organic,878,12,0,0,0
S033131,C03274,2024-07-21 10:33:33,tablet,social,195,3,0,0,1
S059978,C09563,2024-07-21 10:38:51,tablet,email,144,3,0,0,2
S001889,C09001,2024-07-21 10:43:24,mobile,paid_search,533,9,0,0,0
S055919,C04436,2024-07-21 11:00:40,mobile,organic,567,7,0,0,1
S023829,C08319,2024-07-21 11:07:58,desktop,paid_search,60,1,0,0,0
S003757,C06540,2024-07-21 11:08:28,mobile,email,69,2,0,0,0
S009871,C02658,2024-07-21 11:12:12,desktop,referral,469,10,0,0,0
S043936,C00974,2024-07-21 11:22:11,mobile,social,10,1,0,1,0
S036809,C05981,2024-07-21 12:08:05,mobile,email,140,2,0,0,0
S008481,C03187,2024-07-21 12:11:11,mobile,referral,401,6,1,0,4
S016698,C07952,2024-07-21 12:16:52,mobile,organic,1764,34,0,0,0
S061714,C07011,2024-07-21 12:25:08,mobile,direct,10,1,0,1,0
S020268,C03772,2024-07-21 12:44:54,mobile,organic,491,9,0,0,0
S036781,C04522,2024-07-21 12:56:22,desktop,organic,198,5,0,0,1
S031017,C03321,2024-07-21 12:57:31,desktop,social,1163,26,1,0,1
S027877,C01311,2024-07-21 13:05:09,mobile,direct,415,5,0,0,1
S074014,C08697,2024-07-21 13:07:11,tablet,social,16,1,0,1,2
S005403,C08298,2024-07-21 13:10:59,tablet,direct,305,6,0,0,0
S036028,C02018,2024-07-21 13:14:21,mobile,referral,353,5,0,0,0
S010659,C03888,2024-07-21 13:25:54,mobile,direct,857,15,0,0,0
S046851,C03568,2024-07-21 13:31:25,mobile,paid_search,160,2,0,0,2
S018610,C08609,2024-07-21 13:34:47,mobile,organic,715,8,0,0,2
S076615,C04095,2024-07-21 13:38:06,mobile,email,190,3,0,0,2
S045186,C00775,2024-07-21 13:40:10,mobile,organic,1137,18,0,0,1
S060233,C06274,2024-07-21 14:10:29,mobile,paid_search,179,2,0,0,0
S079486,C01015,2024-07-21 14:19:06,mobile,email,44,1,0,0,0
S026693,C01225,2024-07-21 14:19:58,mobile,referral,363,4,1,0,4
S020676,C06966,2024-07-21 14:38:58,tablet,social,11,1,0,1,0
S007441,C05627,2024-07-21 15:02:25,mobile,paid_search,283,7,0,0,0
S011890,C02878,2024-07-21 15:02:27,desktop,paid_search,160,1,0,0,0
S026916,C09931,2024-07-21 15:02:45,tablet,direct,2296,51,0,0,0
S067245,C07723,2024-07-21 15:44:46,mobile,social,82,1,0,0,0
S000679,C05898,2024-07-21 16:09:27,tablet,social,699,20,0,0,1
S064051,C06123,2024-07-21 16:15:21,mobile,direct,401,6,0,0,2
S042735,C04457,2024-07-21 16:40:58,mobile,direct,14,1,0,1,0
S036887,C02145,2024-07-21 16:45:05,mobile,email,454,5,0,0,2
S079985,C05144,2024-07-21 17:04:22,desktop,paid_search,273,4,0,0,0
S076233,C03106,2024-07-21 17:32:23,mobile,paid_search,51,1,0,0,2
S056745,C01154,2024-07-21 17:33:57,mobile,email,20,1,0,1,0
S068951,C02257,2024-07-21 17:57:44,mobile,social,468,9,0,0,0
S043155,C07975,2024-07-21 18:14:16,mobile,paid_search,470,5,0,0,0
S012673,C02725,2024-07-21 18:16:10,tablet,organic,651,10,0,0,0
S077930,C09357,2024-07-21 18:16:16,desktop,organic,10,1,0,1,1
S034623,C04261,2024-07-21 18:23:34,mobile,organic,678,15,0,0,0
S060207,C05639,2024-07-21 18:24:31,tablet,paid_search,331,5,0,0,0
S048873,C00529,2024-07-21 18:32:26,mobile,referral,408,5,0,0,0
S055072,C04255,2024-07-21 18:38:31,mobile,organic,247,4,0,0,0
S069713,C00544,2024-07-21 18:39:44,desktop,paid_search,100,1,0,0,2
S061160,C01133,2024-07-21 18:45:55,desktop,email,1843,21,0,0,0
S020088,C02901,2024-07-21 19:01:17,desktop,organic,1705,37,1,0,2
S053632,C02796,2024-07-21 19:06:57,tablet,paid_search,60,1,0,0,0
S069360,C01009,2024-07-21 19:28:29,desktop,direct,92,2,0,0,1
S038238,C03931,2024-07-21 19:30:03,mobile,direct,113,3,0,0,0
S004543,C09799,2024-07-21 19:33:07,desktop,direct,138,1,0,0,0
S038148,C07067,2024-07-21 19:37:45,desktop,organic,689,11,0,0,0
S049044,C04512,2024-07-21 19:59:32,tablet,paid_search,880,14,0,0,2
S065899,C05789,2024-07-21 20:06:40,tablet,organic,235,3,1,0,5
S026996,C06118,2024-07-21 20:11:54,tablet,direct,588,6,0,0,0
S026924,C02942,2024-07-21 20:12:26,desktop,paid_search,238,3,1,0,3
S058341,C01326,2024-07-21 20:13:11,mobile,social,39,1,0,0,0
S001433,C04667,2024-07-21 20:46:03,desktop,organic,64,1,0,0,1
S004931,C08358,2024-07-21 20:49:57,mobile,social,1085,15,0,0,2
S069195,C08579,2024-07-21 20:50:23,desktop,referral,26,1,0,1,2
S051078,C08449,2024-07-21 21:17:29,mobile,email,1175,14,0,0,0
S059233,C09940,2024-07-21 21:46:00,desktop,paid_search,514,10,0,0,0
S018494,C04286,2024-07-21 22:36:45,desktop,email,954,13,0,0,0
S012687,C00584,2024-07-21 22:48:13,tablet,organic,976,26,0,0,2
S074235,C07243,2024-07-21 23:06:16,mobile,direct,34,1,1,0,2
S053969,C04861,2024-07-21 23:30:34,mobile,social,553,15,0,0,2
S003626,C08980,2024-07-21 23:32:33,mobile,paid_search,388,4,1,0,1
S051208,C08301,2024-07-21 23:33:30,mobile,social,35,1,0,0,1
S027289,C09819,2024-07-21 23:55:42,mobile,email,112,1,0,0,0
S020364,C03072,2024-07-21 23:59:59,desktop,direct,743,10,0,0,0
S030066,C00002,2024-07-22 00:00:24,mobile,paid_search,386,8,0,0,2
S072393,C09091,2024-07-22 00:01:12,tablet,paid_search,45,1,0,0,1
S013765,C09638,2024-07-22 00:16:31,tablet,social,777,20,0,0,0
S061534,C08934,2024-07-22 00:40:18,mobile,paid_search,10,1,1,1,5
S043662,C02524,2024-07-22 00:57:15,tablet,referral,339,5,0,0,1
S013993,C08964,2024-07-22 01:00:41,mobile,organic,112,2,0,0,0
S019380,C07442,2024-07-22 02:17:54,desktop,organic,1024,23,0,0,0
S010164,C05940,2024-07-22 02:21:29,mobile,organic,400,5,0,0,0
S002060,C09991,2024-07-22 02:25:11,tablet,organic,550,7,0,0,0
S079986,C01173,2024-07-22 02:33:54,mobile,social,96,1,0,0,2
S043955,C01410,2024-07-22 02:44:54,desktop,organic,2941,39,0,0,0
S000706,C01600,2024-07-22 02:46:18,mobile,direct,212,3,0,0,0
S051637,C00561,2024-07-22 03:04:57,desktop,referral,23,1,0,1,0
S032718,C03514,2024-07-22 03:12:39,mobile,referral,462,5,0,0,0
S042132,C00077,2024-07-22 03:40:30,desktop,organic,784,13,0,0,1
S006844,C01012,2024-07-22 03:49:40,mobile,direct,274,3,0,0,0
S054784,C00300,2024-07-22 03:55:59,desktop,organic,987,11,0,0,0
S005184,C00924,2024-07-22 03:57:27,mobile,direct,209,2,0,0,0
S061749,C07707,2024-07-22 04:02:48,desktop,direct,10,1,0,1,0
S042983,C03466,2024-07-22 04:06:38,desktop,organic,87,1,0,0,0
S043165,C03420,2024-07-22 04:40:55,mobile,referral,277,4,0,0,0
S007077,C03371,2024-07-22 04:46:12,mobile,social,19,1,0,1,0
S009632,C04658,2024-07-22 05:20:31,mobile,referral,397,4,1,0,3
S006503,C00314,2024-07-22 05:28:15,desktop,email,140,1,0,0,2
S063061,C01200,2024-07-22 05:39:07,mobile,email,40,1,0,0,0
S034081,C07066,2024-07-22 05:41:17,mobile,direct,65,1,0,0,0
S024240,C04959,2024-07-22 05:52:50,mobile,direct,286,6,0,0,0
S015072,C06748,2024-07-22 06:11:13,mobile,organic,151,2,1,0,2
S016725,C01693,2024-07-22 06:13:27,mobile,paid_search,10,1,0,1,0
S033838,C08300,2024-07-22 06:20:11,tablet,referral,218,6,0,0,0
S038856,C00549,2024-07-22 06:20:21,desktop,direct,70,1,0,0,0
S015368,C02915,2024-07-22 06:48:02,desktop,direct,201,2,0,0,1
S051855,C04138,2024-07-22 06:51:50,desktop,referral,354,4,0,0,0
S045507,C02403,2024-07-22 06:53:56,mobile,organic,17,1,0,1,0
S044666,C03469,2024-07-22 06:59:31,desktop,organic,46,1,0,0,0
S006792,C06567,2024-07-22 07:11:14,desktop,paid_search,1436,39,0,0,1
S027366,C04263,2024-07-22 07:32:33,mobile,paid_search,230,5,1,0,5
S027238,C00574,2024-07-22 08:19:51,desktop,paid_search,352,4,0,0,0
S042106,C05396,2024-07-22 08:20:14,mobile,paid_search,432,14,0,0,2
S039390,C04958,2024-07-22 09:18:58,tablet,direct,36,1,0,0,0
S019915,C00309,2024-07-22 09:21:23,mobile,organic,33,1,0,0,0
S061130,C05984,2024-07-22 09:31:28,mobile,paid_search,849,12,0,0,1
S067710,C06977,2024-07-22 09:57:23,mobile,referral,240,3,0,0,2
S005910,C08407,2024-07-22 10:04:29,mobile,email,903,17,0,0,0
S018440,C02347,2024-07-22 10:27:11,mobile,referral,587,15,1,0,3
S053351,C07190,2024-07-22 10:44:15,desktop,organic,40,1,0,0,1
S043080,C06159,2024-07-22 10:53:24,mobile,referral,729,11,0,0,0
S069369,C03864,2024-07-22 11:06:01,tablet,email,285,3,0,0,2
S017557,C07902,2024-07-22 11:24:14,tablet,paid_search,486,10,0,0,0
S015384,C02071,2024-07-22 11:24:33,mobile,organic,15,1,1,1,4
S002521,C05970,2024-07-22 11:26:30,desktop,social,341,5,0,0,0
S004446,C04373,2024-07-22 11:40:42,mobile,paid_search,103,2,0,0,2
S010286,C07338,2024-07-22 11:52:57,desktop,direct,537,10,0,0,0
S048205,C03027,2024-07-22 12:30:01,desktop,email,1118,24,0,0,0
S043454,C01621,2024-07-22 12:47:26,mobile,email,143,2,0,0,1
S015942,C09322,2024-07-22 13:15:11,tablet,email,21,1,0,1,2
S071312,C01430,2024-07-22 13:36:44,desktop,organic,909,15,0,0,1
S057163,C07976,2024-07-22 13:46:44,mobile,social,204,2,0,0,1
S038510,C03806,2024-07-22 13:51:30,mobile,organic,400,10,0,0,0
S009319,C06186,2024-07-22 14:02:52,desktop,paid_search,733,9,0,0,0
S063224,C04644,2024-07-22 14:02:52,mobile,email,87,1,0,0,0
S039068,C09895,2024-07-22 14:12:11,mobile,social,310,4,0,0,0
S073856,C02986,2024-07-22 14:22:52,desktop,organic,558,7,1,0,2
S049718,C08280,2024-07-22 14:27:04,mobile,social,568,6,0,0,0
S004784,C08136,2024-07-22 15:36:58,tablet,direct,32,1,0,0,2
S009214,C05024,2024-07-22 15:43:31,mobile,social,182,2,0,0,0
S032105,C00587,2024-07-22 15:51:58,mobile,email,637,9,0,0,0
S066053,C07463,2024-07-22 16:40:57,desktop,organic,268,3,0,0,0
S052224,C08148,2024-07-22 16:57:43,mobile,email,303,7,1,0,5
S078179,C02573,2024-07-22 17:11:48,mobile,referral,115,2,1,0,4
S078430,C01798,2024-07-22 17:21:40,desktop,social,227,3,0,0,1
S079381,C02485,2024-07-22 18:22:37,mobile,social,142,2,0,0,1
S042260,C04467,2024-07-22 18:37:35,mobile,organic,90,1,0,0,2
S038376,C09364,2024-07-22 18:43:21,mobile,direct,57,1,0,0,2
S058933,C05511,2024-07-22 18:49:26,tablet,organic,168,2,0,0,0
S030752,C05242,2024-07-22 18:51:04,tablet,email,14,1,1,1,5
S072656,C07655,2024-07-22 18:52:27,desktop,social,909,12,1,0,3
S005232,C05665,2024-07-22 18:58:30,mobile,paid_search,734,15,0,0,0
S062896,C05377,2024-07-22 19:09:05,desktop,social,306,3,0,0,0
S028455,C02453,2024-07-22 19:11:52,mobile,organic,193,3,0,0,0
S049142,C05002,2024-07-22 19:12:55,mobile,referral,34,1,0,0,0
S015026,C04365,2024-07-22 19:20:36,mobile,social,108,1,0,0,1
S023526,C06339,2024-07-22 20:29:48,mobile,organic,670,7,0,0,0
S069305,C08727,2024-07-22 20:34:42,desktop,direct,79,1,0,0,2
S045781,C07610,2024-07-22 20:37:41,mobile,organic,10,1,0,1,2
S067017,C01354,2024-07-22 21:18:15,tablet,social,595,9,0,0,0
S033462,C00023,2024-07-22 21:21:19,tablet,paid_search,1131,29,1,0,1
S049838,C00666,2024-07-22 21:33:10,tablet,direct,291,5,0,0,0
S075696,C03591,2024-07-22 21:33:20,mobile,referral,195,3,0,0,0
S020141,C08890,2024-07-22 21:44:19,mobile,paid_search,125,1,0,0,2
S028417,C09958,2024-07-22 21:44:38,mobile,direct,492,5,0,0,0
S054400,C03075,2024-07-22 22:04:59,mobile,email,66,2,0,0,2
S056144,C09041,2024-07-22 22:24:13,mobile,paid_search,70,1,0,0,0
S064346,C04903,2024-07-22 22:30:32,desktop,direct,611,13,0,0,0
S023491,C08300,2024-07-22 22:55:49,desktop,direct,1432,41,0,0,1
S071976,C04141,2024-07-22 22:55:59,mobile,referral,51,1,0,0,0
S067111,C06371,2024-07-22 23:08:53,tablet,organic,156,1,0,0,0
S021493,C08912,2024-07-22 23:11:16,mobile,social,69,1,0,0,0
S072618,C09953,2024-07-22 23:11:35,desktop,organic,179,2,0,0,0
S067787,C00352,2024-07-22 23:18:53,mobile,email,461,6,0,0,0
S029931,C05560,2024-07-22 23:27:10,desktop,email,1272,23,0,0,0
S023018,C08789,2024-07-22 23:28:17,desktop,email,24,1,0,1,0
S025884,C07641,2024-07-22 23:48:40,mobile,organic,251,3,0,0,0
S026956,C05494,2024-07-22 23:56:33,desktop,email,311,10,0,0,0
S043815,C03205,2024-07-23 00:28:24,desktop,organic,141,3,0,0,0
S024680,C00929,2024-07-23 01:08:15,mobile,email,576,12,0,0,0
S027969,C05231,2024-07-23 01:08:58,desktop,paid_search,1007,25,0,0,0
S026586,C06802,2024-07-23 01:29:53,desktop,social,25,1,0,1,0
S071079,C02455,2024-07-23 01:38:16,mobile,social,57,1,0,0,0
S029902,C06144,2024-07-23 01:45:30,mobile,organic,30,1,1,0,4
S016346,C07260,2024-07-23 01:56:40,desktop,email,518,9,0,0,1
S056923,C01673,2024-07-23 02:15:57,mobile,referral,404,8,0,0,0
S018797,C09654,2024-07-23 02:16:30,desktop,organic,302,6,0,0,0
S025000,C06150,2024-07-23 02:24:54,desktop,referral,1016,16,0,0,0
